lease_id,unit_id,property_id,tenant_id,start_date,end_date,monthly_rent,status,deposit_paid,furnished,payment_method
LE902C949,U04292,P0030,T02965,2022-07-21,2023-01-17,2871.65,Active,3216.12,No,Bank Transfer
L34021909,U04293,P0054,T02565,2024-04-29,2026-04-19,1905.57,Terminated,3359.22,Yes,Bank Transfer
LD3896BD4,U04294,P0021,T01677,2022-07-18,2023-01-14,3136.66,Expired,1389.5,Yes,Credit Card
L938DF0CB,U04295,P0067,T02543,2025-02-09,2026-08-03,1230.06,Active,1806.17,No,Cash
LAB9BE2E3,U04296,P0061,T01099,2023-03-26,2024-09-16,1885.13,Expired,2227.16,No,Bank Transfer
L3F674D98,U04297,P0028,T01229,2023-11-06,2025-04-29,2375.14,Expired,2749.96,No,Bank Transfer
LED88B262,U04298,P0034,T00901,2022-11-18,2024-11-07,2176.7,Expired,814.47,Yes,Credit Card
L71D3B94F,U04299,P0095,T02131,2023-12-09,2025-06-01,3117.39,Active,1429.29,Yes,Cash
LB8E7032D,U04300,P0053,T02194,2022-09-06,2024-08-26,3422.5,Terminated,853.58,No,Bank Transfer
L829600F6,U04301,P0060,T00955,2022-11-14,2024-05-07,3387.28,Expired,773.04,Yes,Credit Card
L73ED8523,U04302,P0083,T00372,2023-01-20,2025-01-09,1423.8,Expired,639.74,No,Credit Card
L90D60977,U04303,P0006,T00580,2023-09-23,2024-09-17,2703.81,Terminated,3050.9,Yes,Bank Transfer
L3B511E17,U04304,P0100,T01826,2023-11-19,2024-11-13,1971.99,Active,3285.57,Yes,Credit Card
L0B213891,U04305,P0006,T00896,2023-08-07,2025-07-27,2393.81,Active,2390.02,Yes,Cash
L5263B6B6,U04306,P0019,T02182,2023-08-02,2024-01-29,3082.63,Active,1390.4,Yes,Credit Card
L18B8FAFF,U04307,P0090,T01489,2023-09-10,2025-08-30,1756.52,Active,3217.86,Yes,Cash
L12686C8D,U04308,P0027,T00216,2022-10-15,2024-10-04,3232.6,Active,3429.45,No,Credit Card
LD487E110,U04309,P0034,T02860,2024-02-12,2025-08-05,3234.96,Active,882.12,Yes,Credit Card
L129BDEC6,U04310,P0066,T02165,2025-02-09,2027-01-30,3024.06,Expired,1729.52,No,Cash
LFCBEC889,U04311,P0076,T00214,2025-03-01,2026-02-24,3475.16,Active,1916.84,No,Credit Card
LC10059E6,U04312,P0037,T02730,2024-10-21,2025-10-16,2295.36,Expired,2089.32,Yes,Credit Card
LFE59722B,U04313,P0075,T02406,2023-07-23,2025-07-12,1668.69,Active,725.07,Yes,Bank Transfer
L1553AA4C,U04314,P0068,T01346,2025-03-05,2026-08-27,3218.26,Active,2908.03,Yes,Credit Card
LFC2700F7,U04315,P0033,T02077,2022-07-20,2024-07-09,1176.72,Active,2830.3,Yes,Bank Transfer
LC4F5DC0C,U04316,P0081,T02026,2022-08-27,2023-02-23,2489.79,Active,1727.43,Yes,Cash
L6104D530,U04317,P0041,T02580,2024-02-17,2024-08-15,1485.86,Active,3079.19,Yes,Cash
LE21D62A4,U04318,P0016,T01391,2024-03-06,2026-02-24,2690.51,Terminated,2143.22,No,Cash
LB042E141,U04319,P0020,T02514,2023-01-12,2023-07-11,2445.84,Expired,773.2,Yes,Bank Transfer
L85F9A051,U04320,P0082,T01665,2022-08-08,2023-08-03,2079.58,Expired,1081.1,No,Credit Card
L8F7F6D37,U04321,P0009,T01937,2023-11-09,2025-05-02,1362.64,Terminated,2483.91,Yes,Cash
L90607DDB,U04322,P0024,T02144,2024-10-10,2025-10-05,3260.39,Terminated,1711.27,Yes,Credit Card
L8FEE840C,U04323,P0041,T00433,2022-06-24,2023-12-16,1360.92,Active,2446.24,Yes,Credit Card
LB99C9854,U04324,P0037,T02147,2024-04-30,2025-10-22,3152.21,Terminated,2744.96,Yes,Cash
LD1C78CB8,U04325,P0088,T00770,2023-01-24,2025-01-13,3145.64,Active,2109.66,No,Cash
L24CE0168,U04326,P0061,T01533,2022-11-22,2024-05-15,2830.07,Active,920.19,Yes,Cash
L9C0E300C,U04327,P0086,T02702,2024-11-25,2025-05-24,1740.34,Expired,1668.65,Yes,Credit Card
L74345C29,U04328,P0094,T00248,2023-03-10,2024-03-04,2180.5,Terminated,3287.23,Yes,Credit Card
L2B0EA868,U04329,P0006,T01515,2024-05-16,2025-11-07,3160.6,Active,903.58,Yes,Credit Card
L3D7D72C9,U04330,P0058,T02195,2023-02-18,2025-02-07,1266.53,Expired,1572.92,Yes,Bank Transfer
L0F045E07,U04331,P0076,T01402,2023-05-23,2025-05-12,1585.01,Active,2344.31,No,Credit Card
L535CCFCD,U04332,P0028,T01313,2024-08-18,2026-02-09,3237.5,Expired,3386.87,Yes,Credit Card
L18C3F4C3,U04333,P0034,T00575,2025-03-23,2027-03-13,2564.73,Active,3014.48,No,Bank Transfer
L83408F0E,U04334,P0056,T02928,2023-06-15,2023-12-12,2218.05,Expired,1124.98,Yes,Cash
L0D45BD51,U04335,P0009,T02980,2023-03-01,2023-08-28,2216.66,Terminated,2165.25,Yes,Bank Transfer
L292320F7,U04336,P0003,T00216,2025-04-21,2026-04-16,2804.64,Active,1159.65,No,Bank Transfer
L0D1B40CC,U04337,P0069,T02303,2023-03-13,2024-09-03,1794.44,Active,1592.08,No,Credit Card
L8496E0F7,U04338,P0043,T00471,2023-10-22,2025-10-11,3390.49,Terminated,1831.83,No,Bank Transfer
LE52F265A,U04339,P0009,T01939,2023-11-09,2024-11-03,2838.75,Terminated,2752.43,No,Cash
LA9128CAA,U04340,P0062,T00249,2024-02-05,2024-08-03,1516.97,Expired,2215.61,Yes,Bank Transfer
LEB28B469,U04341,P0075,T02290,2023-06-21,2023-12-18,3214.62,Expired,1925.59,No,Credit Card
L92D5A8D3,U04342,P0087,T00226,2023-06-05,2023-12-02,3351.82,Terminated,1143.37,Yes,Bank Transfer
L58536C48,U04343,P0046,T02879,2025-02-04,2025-08-03,1000.23,Terminated,3174.36,No,Credit Card
LF3E85816,U04344,P0027,T02519,2023-05-25,2024-05-19,3088.74,Terminated,3477.77,No,Credit Card
LDCC3C60B,U04345,P0020,T01128,2023-10-29,2024-10-23,2634.36,Terminated,3310.06,Yes,Cash
LE798C65F,U04346,P0011,T00475,2023-07-22,2025-01-12,3032.76,Expired,3033.28,Yes,Bank Transfer
L4C66FE12,U04347,P0026,T01107,2023-05-04,2024-04-28,2336.68,Expired,1647.09,No,Credit Card
L817B8E18,U04348,P0069,T01919,2023-05-17,2025-05-06,3323.31,Terminated,1796.35,Yes,Bank Transfer
LE22F0471,U04349,P0056,T00963,2023-05-31,2023-11-27,2254.81,Active,1838.34,No,Cash
L2CFB4C26,U04350,P0022,T01243,2023-12-18,2025-06-10,2325.01,Active,1911.52,Yes,Bank Transfer
L086E7FC3,U04351,P0019,T02361,2022-08-02,2024-07-22,929.51,Active,3146.14,No,Bank Transfer
LDBB08190,U04352,P0076,T00568,2023-05-05,2025-04-24,1999.86,Expired,2266.83,Yes,Credit Card
L6E9819AC,U04353,P0061,T01388,2024-05-22,2024-11-18,1175.81,Expired,510.16,No,Cash
LC9CEDB64,U04354,P0096,T01480,2023-07-31,2025-07-20,1462.28,Active,2613.76,No,Bank Transfer
LC448F17F,U04355,P0095,T00043,2023-05-04,2025-04-23,1067.83,Expired,3226.66,Yes,Cash
L33C03AFB,U04356,P0083,T01340,2022-06-22,2023-06-17,1380.56,Expired,1113.78,Yes,Bank Transfer
LA0C51F90,U04357,P0041,T02230,2023-07-17,2025-07-06,1290.07,Active,541.95,No,Bank Transfer
LB54C0369,U04358,P0049,T02864,2024-07-29,2025-07-24,2883.87,Expired,3125.1,No,Bank Transfer
L64E293CA,U04359,P0099,T02966,2022-07-22,2023-07-17,2458.24,Expired,1064.6,No,Bank Transfer
LAA4F1C63,U04360,P0034,T00594,2023-10-20,2024-10-14,1570.25,Terminated,1927.78,No,Credit Card
LA3FE1C25,U04361,P0065,T01515,2025-01-17,2026-07-11,3376.73,Terminated,1242.05,Yes,Credit Card
LD761877F,U04362,P0056,T00793,2024-11-12,2026-11-02,2775.44,Terminated,1818.34,Yes,Cash
L38DA9BBA,U04363,P0076,T01634,2024-11-29,2026-05-23,1604.19,Terminated,1867.75,Yes,Bank Transfer
LAE87DCBA,U04364,P0010,T02658,2025-03-10,2025-09-06,992.26,Active,2896.06,Yes,Bank Transfer
L1DF1DF21,U04365,P0069,T01758,2022-08-09,2024-01-31,1456.92,Expired,2676.24,No,Cash
L8636B85D,U04366,P0086,T01047,2022-11-09,2023-11-04,984.54,Active,3365.3,No,Credit Card
L28AABAAF,U04367,P0073,T00700,2025-01-28,2026-01-23,1321.14,Active,3148.23,No,Bank Transfer
L8487E2C2,U04368,P0067,T01329,2022-10-17,2024-10-06,2985.58,Terminated,3403.58,Yes,Cash
L4F87A919,U04369,P0035,T01891,2024-07-29,2026-01-20,2090.3,Expired,2682.19,No,Cash
L1CC75FFF,U04370,P0029,T02234,2025-02-13,2026-08-07,1800.92,Active,1053.1,No,Cash
LEE044904,U04371,P0021,T02053,2023-11-04,2024-10-29,1996.31,Expired,997.25,No,Bank Transfer
L239AF5C7,U04372,P0066,T00412,2023-12-25,2025-12-14,3451.52,Terminated,788.74,No,Cash
LA20F7FC9,U04373,P0017,T00461,2024-09-30,2026-09-20,2390.87,Expired,2379.39,No,Cash
L0049B09D,U04374,P0073,T01392,2023-02-28,2023-08-27,2252.81,Expired,2486.56,No,Credit Card
L3DE8AD8F,U04375,P0071,T01824,2023-03-11,2024-09-01,1113.69,Expired,2165.06,No,Bank Transfer
L747EFD97,U04376,P0036,T00693,2022-10-18,2023-10-13,1575.47,Terminated,3320.53,Yes,Cash
L7C94D728,U04377,P0084,T02652,2023-12-06,2025-05-29,2857.59,Active,3417.54,No,Cash
L72084559,U04378,P0077,T02594,2024-02-03,2026-01-23,901.4,Expired,1355.4,No,Cash
LDD6B1618,U04379,P0093,T00974,2025-04-28,2026-04-23,1327.64,Expired,533.46,No,Bank Transfer
L64AF8AA4,U04380,P0015,T00342,2024-10-17,2026-04-10,1454.28,Active,2536.33,Yes,Cash
L7DD3EDC4,U04381,P0010,T02075,2025-03-04,2027-02-22,1423.94,Terminated,2027.01,No,Bank Transfer
LA455218B,U04382,P0006,T01178,2025-02-19,2026-08-13,3197.11,Active,2581.27,Yes,Credit Card
L5745AB8A,U04383,P0098,T02981,2024-12-23,2026-06-16,1865.5,Terminated,1617.41,No,Credit Card
L2F56FA9D,U04384,P0077,T00986,2023-12-15,2025-12-04,2030.49,Expired,1031.12,Yes,Bank Transfer
L302F6879,U04385,P0021,T01155,2024-06-26,2025-06-21,2511.8,Active,1592.46,No,Credit Card
LD25B0EB8,U04386,P0030,T02529,2024-07-08,2025-07-03,3101.39,Terminated,2769.66,No,Credit Card
LB812A801,U04387,P0060,T00321,2022-07-25,2024-01-16,2448.39,Terminated,1592.61,Yes,Bank Transfer
LA9E352ED,U04388,P0088,T02988,2022-07-11,2023-07-06,1366.82,Terminated,2828.46,No,Credit Card
LE8D9D40D,U04389,P0012,T00217,2022-10-13,2023-04-11,2113.3,Active,1174.25,Yes,Bank Transfer
LE8A7E671,U04390,P0057,T01323,2023-04-20,2024-10-11,1326.97,Expired,996.2,Yes,Bank Transfer
L1A182468,U04391,P0003,T00726,2024-10-10,2025-10-05,2898.34,Active,1186.96,No,Bank Transfer
L14886ADF,U04392,P0089,T00954,2023-12-01,2025-05-24,2221.93,Active,1854.64,No,Credit Card
L7A833A6D,U04393,P0008,T01074,2024-07-06,2025-01-02,2364.95,Active,3131.46,Yes,Credit Card
L40C453A7,U04394,P0047,T02455,2024-06-05,2025-05-31,3142.92,Active,1853.23,No,Cash
L79F4BA04,U04395,P0033,T02808,2023-04-26,2023-10-23,841.49,Expired,1779.33,Yes,Bank Transfer
L1E904F8A,U04396,P0020,T02937,2023-05-31,2023-11-27,2436.72,Active,2173.29,Yes,Bank Transfer
LE981DFC6,U04397,P0080,T02695,2023-10-16,2025-10-05,2558.61,Expired,962.23,No,Credit Card
L03CEC77D,U04398,P0009,T00304,2025-02-24,2027-02-14,2545.64,Expired,1047.95,Yes,Bank Transfer
LD36D7A57,U04399,P0015,T02465,2022-08-02,2024-07-22,2826.41,Active,1517.26,Yes,Bank Transfer
LBD81BF58,U04400,P0038,T00214,2022-11-08,2023-11-03,2716.72,Terminated,643.6,Yes,Credit Card
LD935B895,U04401,P0012,T01700,2022-08-11,2024-07-31,1901.22,Active,2615.1,Yes,Bank Transfer
L7EED38F8,U04402,P0003,T01725,2022-06-28,2023-06-23,1412.55,Terminated,2885.86,No,Credit Card
LFB2AB363,U04403,P0003,T01911,2023-03-25,2024-03-19,2503.11,Active,2262.69,No,Credit Card
L0CDC358C,U04404,P0015,T02132,2023-02-11,2025-01-31,1754.58,Active,1947.35,Yes,Cash
L473BAF1C,U04405,P0035,T01477,2022-10-25,2024-04-17,2412.84,Active,1917.39,No,Credit Card
L69248E44,U04406,P0088,T00036,2022-10-08,2024-09-27,2685.45,Terminated,1801.09,Yes,Bank Transfer
LB896A916,U04407,P0034,T01763,2024-04-26,2026-04-16,1346.14,Terminated,1141.8,Yes,Bank Transfer
L08EF90E9,U04408,P0039,T02187,2023-05-23,2023-11-19,815.67,Terminated,1402.87,No,Cash
LED1E996B,U04409,P0077,T01294,2025-03-19,2026-09-10,2822.08,Expired,2882.49,No,Bank Transfer
LFE422674,U04410,P0019,T01388,2023-05-12,2025-05-01,1346.66,Active,3377.13,No,Bank Transfer
LC9E94DC0,U04411,P0038,T02126,2024-11-04,2026-10-25,2156.49,Terminated,3250.94,No,Cash
LCBE529AF,U04412,P0011,T00606,2024-06-29,2024-12-26,2708.27,Expired,2667.3,Yes,Bank Transfer
L25C19F6F,U04413,P0036,T00817,2022-11-18,2023-05-17,1029.62,Active,1159.97,Yes,Cash
L46AFF574,U04414,P0075,T02111,2023-09-04,2024-08-29,823.8,Terminated,2648.38,Yes,Bank Transfer
LA18BBC71,U04415,P0079,T01388,2023-03-04,2023-08-31,1729.98,Active,2859.96,No,Cash
L6695F271,U04416,P0046,T02161,2022-10-13,2024-04-05,1715.13,Active,2958.0,Yes,Cash
L813A6130,U04417,P0100,T00002,2024-06-11,2026-06-01,1152.89,Active,1020.12,No,Credit Card
LADB4654B,U04418,P0096,T01456,2023-03-07,2024-08-28,1720.37,Active,1725.46,No,Cash
L4211D788,U04419,P0054,T01869,2024-10-09,2025-10-04,1741.5,Terminated,2790.94,No,Cash
LB9C2C2E1,U04420,P0092,T01102,2022-07-25,2023-01-21,1061.77,Terminated,1553.65,No,Credit Card
L09790D96,U04421,P0013,T00504,2022-11-10,2024-05-03,3060.55,Expired,700.39,Yes,Cash
L8404CF0E,U04422,P0038,T02544,2024-03-11,2026-03-01,3344.33,Active,3458.95,Yes,Bank Transfer
L3EABD415,U04423,P0005,T00438,2024-01-20,2025-07-13,1039.13,Active,1373.82,Yes,Credit Card
L7F799499,U04424,P0007,T00029,2024-03-22,2024-09-18,1805.48,Active,2829.17,Yes,Bank Transfer
L7339BC7B,U04425,P0088,T02715,2025-01-24,2026-07-18,2409.0,Active,2433.1,Yes,Cash
L0D860A01,U04426,P0070,T01828,2024-05-25,2025-05-20,2845.28,Active,853.94,No,Credit Card
L87EFC64C,U04427,P0043,T00755,2025-01-06,2026-06-30,3049.67,Terminated,2616.86,No,Bank Transfer
L727E52FD,U04428,P0080,T00882,2023-04-12,2025-04-01,2358.82,Terminated,3169.21,Yes,Cash
LC84EF91C,U04429,P0087,T02670,2023-01-23,2024-07-16,2690.83,Active,1105.1,No,Credit Card
L3AB599C5,U04430,P0088,T00826,2023-07-25,2024-07-19,1960.31,Expired,1982.13,No,Credit Card
LD77E52A9,U04431,P0072,T01559,2024-11-09,2025-11-04,949.09,Active,3363.91,No,Cash
L75BCA3F8,U04432,P0023,T01905,2024-04-06,2024-10-03,1147.16,Expired,2592.38,Yes,Bank Transfer
LB4FD6769,U04433,P0065,T02657,2023-07-30,2025-01-20,2166.82,Expired,576.9,Yes,Bank Transfer
L3FC85CA3,U04434,P0038,T01135,2023-03-14,2024-09-04,3296.82,Terminated,3055.51,No,Bank Transfer
L2A97A914,U04435,P0006,T02476,2022-07-28,2023-07-23,2215.5,Expired,1186.83,No,Bank Transfer
L79E3A4A5,U04436,P0038,T00790,2024-08-09,2025-08-04,1128.38,Terminated,1590.18,Yes,Credit Card
L07FA90A5,U04437,P0062,T02916,2022-06-26,2023-12-18,1489.66,Expired,2020.07,Yes,Cash
LE7DAAD6B,U04438,P0063,T00159,2023-03-08,2024-03-02,3409.31,Expired,2224.86,Yes,Bank Transfer
LC7DD97BC,U04439,P0008,T01524,2023-02-01,2023-07-31,3202.81,Active,2452.64,No,Cash
L8E7B9694,U04440,P0076,T02288,2023-08-08,2025-07-28,2083.17,Terminated,3063.82,Yes,Bank Transfer
L3282AC37,U04441,P0009,T01644,2023-11-09,2024-11-03,2072.69,Active,3105.88,No,Bank Transfer
L7F381205,U04442,P0010,T02929,2024-09-16,2026-09-06,1587.26,Active,886.44,Yes,Cash
L13FA2930,U04443,P0017,T00937,2022-06-05,2024-05-25,3109.35,Expired,2262.25,Yes,Credit Card
L607FD5DB,U04444,P0022,T02393,2024-10-14,2025-04-12,3200.55,Terminated,3313.48,No,Bank Transfer
L2FB993A1,U04445,P0011,T02807,2023-02-20,2024-02-15,944.8,Terminated,2002.91,Yes,Cash
L9E15096A,U04446,P0057,T00107,2023-04-21,2025-04-10,1812.4,Expired,2377.58,Yes,Credit Card
L528EEEFE,U04447,P0030,T02133,2024-06-25,2025-12-17,2942.7,Active,1341.77,No,Bank Transfer
L8C09E045,U04448,P0072,T00865,2022-06-22,2023-12-14,2303.36,Expired,2626.19,No,Credit Card
L57DDC8AF,U04449,P0025,T01428,2025-03-20,2025-09-16,1162.96,Active,2942.2,Yes,Credit Card
L9D74D026,U04450,P0046,T01206,2022-06-26,2023-06-21,2436.5,Terminated,3348.61,No,Bank Transfer
LE05479D3,U04451,P0099,T01797,2025-04-23,2026-10-15,1716.73,Terminated,824.44,Yes,Cash
L8098AE38,U04452,P0014,T00386,2023-11-20,2025-11-09,2167.55,Active,757.43,Yes,Credit Card
L9484A260,U04453,P0055,T02035,2024-11-14,2025-11-09,3417.72,Expired,616.05,No,Cash
LD4D9AB45,U04454,P0045,T02336,2025-04-30,2027-04-20,2834.46,Terminated,2075.31,Yes,Cash
L91F44E90,U04455,P0035,T01890,2023-07-20,2024-07-14,1795.28,Terminated,697.53,Yes,Cash
L8B4C7318,U04456,P0067,T00585,2025-05-01,2026-10-23,2479.85,Active,2255.66,No,Credit Card
LCE9C7F8A,U04457,P0066,T00268,2023-09-29,2025-09-18,1558.38,Active,3230.67,No,Cash
L5A6BB814,U04458,P0017,T02530,2023-09-10,2025-03-03,1621.1,Active,1849.18,No,Cash
L104C830E,U04459,P0089,T02083,2025-01-02,2025-07-01,2268.16,Expired,800.7,No,Credit Card
LFB76C490,U04460,P0048,T00493,2023-07-25,2024-01-21,3316.84,Expired,1623.61,Yes,Cash
L177338C3,U04461,P0013,T02446,2023-01-01,2023-06-30,1018.1,Expired,1661.87,No,Cash
LE0962AA1,U04462,P0084,T00900,2024-01-06,2024-07-04,2420.55,Active,2040.96,Yes,Credit Card
L53E00472,U04463,P0041,T00967,2024-05-15,2026-05-05,2675.26,Expired,666.45,No,Bank Transfer
L6DF63AF0,U04464,P0047,T01360,2024-10-06,2025-10-01,1568.26,Active,2957.69,No,Cash
LFFEE2E51,U04465,P0070,T00017,2023-12-13,2024-06-10,1015.71,Terminated,3066.46,No,Cash
L93164B6A,U04466,P0080,T02883,2024-03-16,2025-03-11,1048.12,Terminated,3003.36,Yes,Credit Card
L8979561F,U04467,P0031,T00490,2024-02-02,2025-01-27,1774.13,Expired,2336.63,Yes,Credit Card
L29907AEF,U04468,P0066,T00740,2024-10-05,2026-03-29,1212.8,Expired,698.51,Yes,Cash
LF59275E7,U04469,P0067,T00609,2023-04-29,2024-04-23,1383.03,Terminated,883.56,No,Credit Card
LCC786DBF,U04470,P0043,T00598,2023-02-06,2024-02-01,1643.5,Terminated,2043.15,Yes,Credit Card
L7F1C65EF,U04471,P0005,T00823,2023-09-12,2025-03-05,2389.65,Terminated,2869.6,No,Cash
L46FD405D,U04472,P0012,T00435,2023-05-28,2025-05-17,2571.85,Active,2326.27,No,Credit Card
L3F520AD7,U04473,P0046,T02768,2023-10-12,2024-04-09,1911.81,Expired,1921.43,Yes,Credit Card
LBCC2E5FE,U04474,P0068,T01193,2022-07-21,2024-07-10,1919.21,Active,3026.5,No,Credit Card
L761BA3B3,U04475,P0086,T00936,2023-01-15,2024-07-08,1421.0,Active,517.16,No,Bank Transfer
L207ACCE8,U04476,P0083,T00691,2022-08-16,2023-02-12,2558.56,Expired,1107.39,No,Credit Card
LA78921AD,U04477,P0023,T02154,2024-10-18,2025-04-16,3203.31,Expired,3077.14,No,Cash
LD8B305D8,U04478,P0096,T00423,2023-07-04,2024-12-25,1007.16,Terminated,819.17,No,Cash
L4F4038E3,U04479,P0082,T00173,2023-12-05,2025-05-28,2136.96,Expired,2327.67,Yes,Cash
L170C384A,U04480,P0096,T02948,2024-05-11,2024-11-07,1542.25,Terminated,2650.39,No,Cash
LB068F0F1,U04481,P0052,T01117,2023-08-07,2024-02-03,2406.27,Expired,1474.47,Yes,Cash
LB5B8BC8F,U04482,P0023,T00148,2024-01-12,2026-01-01,868.5,Terminated,2750.45,Yes,Bank Transfer
LEA3C87F8,U04483,P0081,T00453,2024-04-14,2024-10-11,1379.83,Terminated,3003.42,Yes,Credit Card
L8F126D2E,U04484,P0010,T01099,2024-02-04,2025-01-29,1934.78,Expired,2231.23,Yes,Credit Card
L5BE31661,U04485,P0071,T02530,2023-05-27,2023-11-23,3156.96,Terminated,3090.87,No,Bank Transfer
L8355EAEA,U04486,P0098,T01867,2022-12-25,2023-12-20,1803.1,Active,1126.67,Yes,Bank Transfer
LE68F132A,U04487,P0078,T00757,2022-10-10,2024-09-29,2892.89,Terminated,1799.24,Yes,Bank Transfer
L43F29B93,U04488,P0063,T00119,2023-01-12,2024-01-07,1318.51,Terminated,3213.28,Yes,Credit Card
L21FB3D1E,U04489,P0003,T00855,2024-08-03,2025-07-29,1334.88,Expired,577.42,Yes,Bank Transfer
L1F18A1FE,U04490,P0092,T02957,2023-08-14,2025-02-04,854.76,Terminated,2366.95,No,Bank Transfer
L879C1491,U04491,P0014,T00322,2023-05-05,2024-10-26,2586.52,Expired,1433.13,Yes,Credit Card
LAEA88A9F,U04492,P0027,T00765,2023-07-19,2025-07-08,1664.03,Active,1518.48,No,Cash
LEEC1A369,U04493,P0091,T00378,2023-06-13,2025-06-02,2636.43,Active,674.4,No,Cash
LF4666451,U04494,P0057,T01412,2023-07-18,2024-01-14,3308.61,Expired,1167.56,No,Bank Transfer
LFCB1327E,U04495,P0054,T02369,2022-05-20,2024-05-09,3499.12,Active,1014.57,No,Cash
L08172200,U04496,P0035,T00785,2025-02-10,2025-08-09,2883.18,Terminated,1170.24,Yes,Bank Transfer
L991F41FE,U04497,P0041,T02134,2024-04-13,2025-10-05,1018.29,Expired,3124.8,Yes,Credit Card
L654310FC,U04498,P0044,T00577,2022-11-05,2023-10-31,3118.63,Active,1710.71,Yes,Cash
L1C3396D9,U04499,P0060,T00154,2022-12-31,2024-12-20,2696.47,Terminated,2171.2,Yes,Cash
LE4D71B24,U04500,P0092,T00329,2024-02-22,2025-08-15,3102.98,Active,1445.17,Yes,Cash
L05844337,U04501,P0055,T02728,2025-05-07,2026-05-02,2213.92,Terminated,1956.12,No,Bank Transfer
LAB848116,U04502,P0082,T00410,2022-07-23,2024-07-12,1755.55,Expired,3174.37,No,Cash
L8D0DD224,U04503,P0099,T01003,2022-08-24,2024-02-15,1247.87,Active,948.53,No,Bank Transfer
L34309A70,U04504,P0046,T02441,2023-11-28,2024-11-22,2357.66,Active,2472.48,Yes,Bank Transfer
L930AB562,U04505,P0073,T01609,2023-05-19,2025-05-08,1325.47,Expired,1672.15,No,Bank Transfer
LA5E6FE48,U04506,P0073,T02174,2024-04-06,2025-09-28,3355.72,Terminated,1239.85,No,Credit Card
LEAA8CBEF,U04507,P0080,T01001,2022-09-07,2023-09-02,2604.57,Terminated,2720.45,No,Credit Card
L23F86A0D,U04508,P0039,T02751,2022-10-26,2024-04-18,2009.95,Expired,3312.58,Yes,Cash
L364647F8,U04509,P0020,T01890,2024-02-06,2025-07-30,2788.97,Terminated,1873.77,Yes,Credit Card
L19B965F5,U04510,P0002,T02504,2025-01-10,2026-12-31,2337.21,Expired,2577.84,No,Credit Card
L617862D5,U04511,P0082,T01741,2025-04-06,2026-09-28,2398.91,Expired,3136.09,No,Credit Card
LA5E1E7AD,U04512,P0065,T01649,2023-07-09,2024-01-05,1763.6,Active,1399.66,No,Cash
LA8725008,U04513,P0057,T01970,2024-02-15,2024-08-13,1377.37,Active,613.35,Yes,Bank Transfer
L24834A74,U04514,P0075,T00215,2025-04-05,2027-03-26,916.14,Expired,3110.17,Yes,Cash
L1CA71F0C,U04515,P0100,T02268,2024-11-21,2026-05-15,2631.66,Expired,2481.6,Yes,Credit Card
L0732D900,U04516,P0067,T00730,2024-06-26,2024-12-23,2459.54,Active,3047.66,No,Credit Card
L25D6C1FF,U04517,P0055,T00846,2022-05-22,2023-11-13,2096.72,Expired,3111.23,No,Credit Card
L5DF5906A,U04518,P0069,T01781,2023-06-15,2025-06-04,1770.5,Expired,3280.12,Yes,Bank Transfer
L75D5A0BE,U04519,P0016,T02095,2023-12-03,2025-05-26,2686.37,Active,1271.53,No,Credit Card
LE212D448,U04520,P0053,T02990,2022-05-31,2024-05-20,2323.03,Expired,2099.09,Yes,Credit Card
L0CEFD92B,U04521,P0098,T00452,2025-04-04,2026-09-26,1172.33,Expired,2273.73,No,Cash
LAD9AEC1F,U04522,P0088,T00019,2023-04-30,2025-04-19,1649.92,Terminated,657.05,Yes,Credit Card
L74FDE170,U04523,P0085,T00599,2024-10-17,2025-10-12,3361.37,Expired,2424.47,No,Bank Transfer
L95160EA5,U04524,P0071,T01709,2023-09-05,2025-02-26,3167.68,Expired,2528.17,No,Bank Transfer
L8CA1F2EC,U04525,P0050,T00183,2022-05-10,2023-05-05,1763.86,Terminated,2038.06,No,Cash
L95EDE137,U04526,P0065,T00001,2024-10-08,2025-04-06,2624.52,Active,3380.76,Yes,Cash
L75888AAA,U04527,P0063,T02651,2024-11-28,2025-05-27,1484.91,Terminated,3124.93,Yes,Credit Card
LC1BE90BC,U04528,P0073,T01555,2023-10-02,2025-09-21,3295.01,Expired,2511.25,No,Bank Transfer
LFDCF1CEE,U04529,P0073,T01474,2024-07-18,2026-01-09,3314.42,Active,1693.64,Yes,Cash
LAE222E2F,U04530,P0074,T02489,2025-02-21,2026-02-16,3373.14,Terminated,2608.35,No,Bank Transfer
LAA3FFBD2,U04531,P0053,T00477,2023-11-20,2025-05-13,913.42,Expired,3220.62,No,Cash
L797C37D1,U04532,P0086,T02727,2024-05-08,2026-04-28,2108.08,Active,1880.98,No,Bank Transfer
L783FF143,U04533,P0085,T00324,2024-09-14,2025-09-09,2329.46,Expired,948.15,No,Bank Transfer
L1634168C,U04534,P0088,T02868,2023-12-15,2025-06-07,2066.75,Active,2993.38,No,Cash
L41DFFC9E,U04535,P0015,T02928,2024-06-21,2025-06-16,841.8,Active,1318.75,Yes,Cash
LD2750A0D,U04536,P0052,T00062,2022-10-06,2023-04-04,806.63,Active,1747.13,Yes,Bank Transfer
LDE118AA7,U04537,P0093,T00616,2024-03-13,2025-03-08,2766.45,Expired,2896.32,No,Bank Transfer
LE84DB5FF,U04538,P0033,T00151,2023-10-22,2024-04-19,3352.01,Active,2325.51,No,Credit Card
